Source Port,Destination Port,Packet Length,Anomaly Scores,Timestamp_encoded,Source IP Address_encoded,Destination IP Address_encoded,Protocol_encoded,Packet Type_encoded,Traffic Type_encoded,Payload Data_encoded,Malware Indicators_encoded,Alerts/Warnings_encoded,Attack Type_encoded,Attack Signature_encoded,Action Taken_encoded,Severity Level_encoded,User Information_encoded,Device Information_encoded,Network Segment_encoded,Geo-location Data_encoded,Proxy Information_encoded,Firewall Logs_encoded,IDS/IPS Alerts_encoded,Log Source_encoded
48806,52016,840,38.2,31460,24204,30914,2,0,1,16245,1,0,1,1,0,2,7964,17896,1,6630,20148,1,1,0
10741,49591,802,93.93,1740,1995,36312,1,1,0,7522,1,0,2,0,2,2,22986,10263,1,5395,13795,0,1,1
20194,30966,1163,29.42,33843,22451,6076,1,1,0,11565,0,0,1,0,1,0,8063,21390,1,894,217,0,1,0
32012,18739,798,53.56,10502,12433,12144,2,0,2,20019,1,0,2,1,1,1,11433,17929,1,820,2459,0,0,1
45316,47326,1335,82.65,27678,12108,30410,2,0,2,23491,0,1,1,0,2,1,3376,13970,1,7842,20148,0,0,1
60497,34238,452,71.97,4460,13695,25505,1,1,1,14410,0,0,0,0,1,1,19568,5480,2,4452,2327,0,1,1
23834,31798,195,96.27,28915,25041,7784,1,1,1,18357,0,0,0,1,2,0,788,17916,2,5281,4391,1,1,1
15387,8058,1436,68.14,3100,21033,1393,2,0,1,2640,1,0,1,1,0,0,25785,18131,0,1801,658,0,1,1
30448,53028,745,92.72,1109,20396,32597,0,1,1,35570,1,0,1,1,0,1,28242,14618,2,2267,19154,1,1,0
27138,1927,786,31.48,4477,2334,3367,0,0,2,24331,0,1,1,1,1,1,12089,20275,2,6504,20148,1,1,1
4130,3321,1073,58.78,13020,20034,37317,1,1,0,25414,0,1,0,1,2,1,3765,19097,1,4515,5713,1,1,1
65267,65005,1263,83.48,31627,39944,35446,0,1,0,37665,0,0,0,0,0,0,20277,18268,0,4857,20148,0,1,1
46390,14372,448,47.77,35682,14040,17215,1,1,2,22016,1,1,0,0,1,0,26916,17019,2,1929,11740,1,0,1
22473,54864,1135,5.52,32756,5161,32034,2,1,2,34742,1,0,2,1,0,2,2553,18093,2,449,20148,0,1,0
4779,28052,1481,84.48,16527,7326,12052,0,0,2,17878,1,1,1,0,2,0,11767,24307,1,7495,20148,1,0,0
42942,53525,666,78.02,25357,39181,14978,0,0,2,27899,0,0,0,0,0,1,14800,2680,0,715,20148,0,1,0
3307,61720,382,54.7,33510,35895,7888,0,1,2,25749,0,1,2,1,2,2,19529,28506,1,6419,7109,1,1,0
32420,21108,287,19.4,22711,38345,19710,2,0,1,16389,0,0,2,1,0,2,4328,5334,1,3700,20148,0,1,0
19122,39915,1230,72.02,16382,30898,4357,1,0,1,33535,0,1,0,1,1,0,8984,18071,0,7008,2982,1,1,0
54323,14787,782,75.69,14849,29554,1905,1,0,2,38157,0,0,0,1,2,1,26988,20799,0,1186,18846,1,0,1
25835,12903,1029,18.39,39738,39712,25962,0,1,1,9455,1,0,0,0,1,2,26011,3884,1,6066,6110,1,0,0
24373,57087,603,89.48,31503,24316,21381,0,1,1,700,1,0,2,0,1,0,2744,15498,0,1969,20148,0,0,1
41087,20199,160,70.46,37756,39224,30691,1,1,1,4158,1,1,0,0,2,2,4145,14459,2,7307,18668,1,0,0
41226,33992,1303,3.03,6798,3486,19373,1,0,1,2173,1,0,2,0,1,1,16256,24106,1,1088,20148,0,0,0
43345,13162,924,41.48,7625,9343,37713,2,1,1,26426,1,0,2,0,2,0,30646,17957,0,169,460,0,1,1
7435,8750,1229,37.26,16576,4155,4744,0,0,1,2326,1,1,1,0,2,1,12152,18005,0,7599,1974,1,0,0
14363,3300,1247,51.6,8526,1795,19675,2,1,1,328,1,1,1,1,0,0,13229,26045,2,7719,20148,1,0,0
46676,50401,457,48.87,22138,1611,17147,2,1,1,27275,1,0,2,1,0,2,10984,9095,2,5718,20148,1,0,1
23227,13032,553,40.65,4680,37696,33488,1,1,2,34417,1,1,2,1,2,1,18081,5684,2,6684,20148,1,1,1
14718,15795,1458,90.68,9777,6728,4138,1,0,0,14989,0,1,1,0,0,0,4740,4780,1,8515,20148,1,0,0
26947,63171,628,18.88,21521,13860,19998,1,0,0,13278,0,1,1,0,1,1,26977,24393,0,6106,4677,1,1,0
6346,22873,108,53.49,37723,1433,35776,1,0,0,20670,0,1,2,1,1,2,18981,1814,1,1068,20148,1,1,0
51197,25367,899,62.22,31659,28786,31512,1,0,2,27353,1,1,1,0,2,2,25371,19682,1,3452,20148,0,1,1
26858,8571,704,28.02,38953,29951,26506,2,1,2,20072,0,0,2,1,1,1,12134,10994,0,6275,20148,1,0,0
45792,35139,791,66.54,8586,39816,10683,1,1,1,15162,0,1,1,0,1,2,7284,506,0,1154,12895,1,1,1
48640,4219,1229,58.91,3362,22980,20574,1,1,2,27204,1,0,0,1,0,0,18478,4268,2,7044,11465,1,0,1
61497,8702,325,11.23,15542,20537,20444,0,0,0,25259,1,1,0,0,1,1,8826,18252,2,2422,1512,1,0,1
13564,18879,835,47.42,11712,23541,24150,0,0,2,8446,1,1,1,1,2,1,32196,18175,0,3660,20148,1,1,1
60277,11283,721,64.61,17608,31106,36533,1,1,1,6393,0,1,2,0,0,1,25844,948,2,5422,20148,0,1,0
54090,21666,1162,22.56,7622,27222,30161,0,0,1,18221,0,1,2,1,2,1,16663,14813,2,283,20148,0,0,0
56333,40268,920,70.63,16964,4831,34369,1,0,1,35678,0,1,0,0,0,0,23700,23500,1,5357,9406,1,1,1
8385,58638,635,67.04,1470,31404,26256,2,1,0,37968,1,1,1,0,2,1,3534,18129,1,2840,20148,1,0,1
9371,1702,861,45.55,16949,38600,11458,1,0,2,20720,1,1,0,1,1,2,11095,17893,0,6460,20148,0,1,0
52748,63070,1443,8.69,37838,14400,12665,0,1,2,24520,0,0,0,1,2,1,9580,17958,2,1528,20148,1,0,1
48223,35528,362,76.93,27822,19882,23838,2,0,0,32869,0,1,2,1,2,2,25933,18130,2,3049,20148,1,1,0
22097,7247,680,21.47,24678,1809,31324,0,1,1,5133,0,0,0,1,1,1,14368,28757,0,8009,20148,1,1,0
51126,19648,1419,29.27,32942,18888,29700,0,0,1,31906,1,0,1,0,1,0,2689,17934,1,2776,20148,1,0,0
64357,51201,749,9.68,18395,33027,11053,0,0,0,7097,1,0,2,0,0,1,28,1277,2,65,20148,0,1,0
2534,17726,1405,34.53,22628,11920,33201,1,1,1,47,1,1,1,0,2,2,30557,1186,1,3578,20148,0,0,0
19137,6345,1225,49.38,20883,30579,28672,0,1,1,13989,1,0,2,0,2,0,22354,4812,1,7304,13742,0,0,0
1420,17221,461,82.89,30655,16718,11621,2,0,2,26692,1,1,2,0,1,0,26823,8895,1,5203,15150,0,0,1
13818,50692,1428,24.65,22822,23202,24123,2,1,2,2327,0,1,0,0,0,2,21907,23238,1,3075,4539,0,1,1
52696,18842,1102,19.29,7448,23858,34792,1,0,1,34615,1,0,1,1,0,1,9207,30930,0,7716,20148,1,0,0
61235,7520,1409,45.81,38785,25761,12416,1,1,2,11247,0,0,2,1,2,0,23326,11201,2,5036,20148,0,0,0
64399,12367,960,97.76,2375,4805,18424,0,1,2,22874,1,1,0,1,2,0,20851,10989,2,2719,20148,0,1,0
38212,64601,437,51.66,37197,3566,32235,0,0,2,4302,0,0,1,0,1,0,10888,3255,0,6847,3413,0,0,0
56320,10776,179,73.21,5972,3532,9935,2,0,1,5803,1,0,0,1,0,0,31158,25422,1,7385,5002,0,0,1
7974,41891,1418,68.12,18246,8199,20504,1,0,2,16532,1,1,1,0,0,1,24424,5817,1,5009,20148,0,0,0
2353,22104,973,33.75,23134,27927,22057,1,0,2,12877,1,0,2,0,1,1,10708,16895,0,6405,20148,1,1,1
23774,55894,1147,45.51,32810,13023,28743,1,1,0,15701,1,1,0,0,1,0,26950,24968,2,6526,20148,1,0,1
39635,52323,516,88.58,34061,34253,34789,0,1,0,26071,0,1,2,0,2,1,10902,21828,0,431,20148,0,1,1
40598,57811,1128,9.9,2403,3303,5740,1,0,2,20145,1,1,1,0,0,1,19770,26500,0,4503,20148,1,1,1
57164,60884,635,79.59,35308,16829,28882,2,1,1,18690,0,1,0,0,1,1,17386,27576,0,3283,7720,1,1,0
59006,65358,1009,44.95,21895,13421,5031,2,1,1,15120,1,1,1,0,1,2,2537,21899,1,4891,11733,0,1,1
30804,33752,104,59.23,13760,27949,37288,0,0,2,16851,1,1,1,1,2,0,18452,21598,1,7604,10456,1,0,1
17163,49109,98,99.08,4609,12741,20665,1,0,0,29980,0,0,0,0,1,0,20481,13110,1,297,14123,1,1,0
2926,32216,1352,10.08,686,19538,21150,0,1,0,39803,1,1,2,0,0,0,2518,28226,1,3428,15326,1,1,1
7889,24799,163,69.26,13645,32300,9282,2,1,1,36658,0,1,2,0,2,0,8157,15786,1,7577,20148,0,0,1
58233,22711,765,85.32,15988,36076,23767,0,0,2,18529,0,1,1,0,1,0,10374,4488,1,4239,2190,0,1,1
15008,47008,802,33.1,32972,21998,1718,0,0,1,20271,0,0,2,0,1,0,11160,18011,1,6757,20148,1,1,0
24754,13087,1166,69.13,18521,11787,10401,1,0,0,27577,0,0,0,1,2,0,22407,35,1,4149,17793,1,0,1
8114,36998,594,64.71,32693,33899,6004,0,0,2,6606,1,0,1,1,1,0,27387,4569,2,3064,17761,1,1,0
44284,9549,1343,25.5,34048,14490,774,1,1,0,15881,1,1,0,0,2,1,21383,25215,1,8066,6167,1,0,1
20881,10028,601,5.69,20843,10722,22710,0,1,1,7897,0,1,1,1,2,2,26577,16015,0,4784,19812,0,0,1
59764,51698,1457,89.52,18490,33758,4314,2,0,0,25848,0,0,0,0,1,2,14711,10278,0,1239,20148,0,0,0
9595,13454,886,82.38,29019,34499,30525,2,1,2,35798,1,1,2,0,0,2,18071,29884,1,7302,20148,1,1,0
60733,41426,1066,46.34,918,4035,22852,1,0,0,14669,1,1,0,0,0,2,30013,31553,2,3410,16903,1,0,0
5831,64345,748,65.36,13230,32769,36620,0,0,0,18623,1,0,2,1,0,1,9438,20761,0,5602,20148,0,0,0
25358,53557,866,67.26,4890,91,12038,1,0,2,21599,0,1,1,1,2,0,31858,18245,2,6588,9304,1,0,0
55490,38187,1188,36.73,4473,32398,18721,2,0,1,22288,0,0,2,1,1,2,24884,17818,2,4615,10966,1,0,1
51526,5349,332,29.11,30252,36452,442,2,0,0,6980,0,1,2,1,0,0,22508,18069,0,1209,20148,0,0,0
16124,14481,670,79.44,31468,26624,10087,1,0,1,23238,0,1,1,0,1,1,28393,5418,1,6481,13688,0,1,0
51666,26034,952,55.87,19460,10828,20196,1,1,1,8356,1,1,2,1,1,0,18778,18014,0,4848,20148,1,0,1
36136,33406,1368,25.92,3282,8614,32546,2,0,2,24140,1,1,1,0,2,0,14150,7369,2,3311,20148,0,1,0
38108,65463,633,36.51,1194,13391,966,0,0,1,3956,1,0,2,0,0,1,6435,444,0,8319,10871,0,0,0
49635,23753,674,30.17,8504,37584,15480,0,0,1,5660,1,1,1,0,0,1,3023,26624,1,3055,20148,0,0,0
10239,55075,76,88.79,38833,13920,1598,0,1,2,38201,1,0,1,0,1,0,766,24702,2,4248,14023,0,0,0
61174,49338,389,32.75,13595,17901,20663,1,0,1,266,1,1,0,0,1,1,2669,16040,0,5337,724,0,0,0
26202,31829,125,52.09,11600,26176,26109,0,0,1,22958,1,1,1,0,0,1,13381,17923,1,4606,20148,1,0,0
7221,13171,1062,18.37,23400,38707,3926,2,1,0,29438,0,1,0,1,0,0,10441,12672,0,5226,20148,1,0,1
26397,43727,1364,71.51,15070,20864,19222,1,0,1,29947,0,1,0,0,2,2,20609,2125,2,5520,20148,0,1,0
32905,10091,777,94.87,34843,10156,25311,2,1,2,19192,1,1,1,0,2,2,25828,28848,1,802,14283,0,1,1
21766,8131,1034,27.19,24171,3251,18151,0,0,0,32301,1,1,1,0,1,1,5345,24591,1,5299,12193,1,1,1
57392,7988,461,5.14,34564,32534,31012,1,0,2,22954,1,0,2,0,2,0,29667,2354,2,7918,20148,1,1,1
56421,4827,1493,44.93,21139,8622,277,0,1,1,35438,0,0,1,1,1,0,11670,21680,1,1528,4818,0,1,1
50339,51724,1071,38.48,826,24987,22924,1,1,1,13428,1,1,0,1,1,1,28624,18052,1,5482,12608,1,1,1
4900,57555,784,7.36,37934,10702,8422,1,1,0,19899,0,1,1,1,2,2,17101,4762,0,3773,6496,1,0,0
34917,52647,140,14.28,11041,36030,14777,1,0,2,15806,1,0,2,1,1,0,17792,29625,0,6839,205,1,1,0
34497,60605,406,25.05,24215,33894,31221,0,0,0,11336,0,1,2,1,1,1,28740,18169,0,8304,20148,0,0,0
31452,8374,1428,44.26,38072,20438,27091,1,1,2,13900,0,0,1,0,1,1,8893,18118,2,3138,19317,1,1,1
49970,3801,678,91.24,38080,20175,25799,0,1,2,9990,0,1,1,0,0,1,28612,14750,1,1806,11972,1,0,0
61317,12952,533,73.74,16669,32111,28090,0,1,0,7548,0,0,1,1,0,0,27491,21214,1,2533,8424,1,1,1
55989,39707,141,2.22,10826,18364,29343,0,1,0,5963,1,0,2,0,2,1,23953,29292,1,4681,20148,0,1,1
12660,63702,474,57.07,35919,3012,13187,0,0,0,15796,1,1,2,0,0,2,7801,14407,2,7476,20148,0,0,0
43349,64818,1400,69.8,15558,19502,15514,0,1,1,6632,1,0,0,1,0,2,20383,863,2,3329,18274,0,0,0
25677,60837,306,13.94,8196,12887,23523,2,1,0,16258,0,1,2,0,2,1,4199,5055,1,2589,11189,1,1,1
17362,45740,1190,23.45,2476,11588,27694,1,1,1,21056,1,0,1,1,2,0,10617,7833,2,6152,20148,1,1,0
23904,3357,1278,62.55,27884,28225,30544,1,1,0,27064,1,1,1,1,1,0,14686,11331,1,1745,6370,1,0,0
23002,58847,1136,61.63,6411,32425,23195,0,0,2,29822,1,1,1,1,0,0,13344,30606,1,4465,20148,1,1,0
31007,11764,643,34.56,26619,15723,13512,1,1,2,37516,0,1,2,1,0,1,1168,17902,1,2727,3747,1,1,1
11437,3931,986,50.31,7160,15683,6345,2,1,1,14117,1,1,1,1,0,2,8024,15281,0,7478,20148,0,0,1
22874,59026,869,40.58,1997,31161,35998,2,0,1,29119,0,0,1,0,2,0,21542,13118,0,2147,20148,0,1,0
28393,10011,635,4.93,1231,23106,24265,2,1,0,24437,0,1,0,1,1,0,9715,12490,2,796,19218,0,0,0
41300,54325,1266,27.3,18654,8861,34259,1,1,2,12702,1,1,2,1,1,1,24453,21550,0,316,18046,0,0,1
62370,40226,1413,39.39,1360,20891,22777,1,0,1,8171,1,0,1,1,0,0,31528,2015,1,6309,20148,1,0,0
14594,3829,769,81.18,11463,3620,29497,2,0,1,2231,0,0,1,1,1,0,28734,10577,1,7495,20148,1,0,0
61873,52955,815,40.9,2863,29043,12350,2,0,0,30958,0,0,2,0,1,0,32373,18015,1,2150,20148,1,0,1
59930,11829,926,36.92,1086,16745,4668,1,1,1,29547,0,1,2,1,0,1,17075,16481,2,2983,14417,1,1,0
8950,56223,864,42.78,30712,27627,7592,2,1,2,23119,0,1,2,0,0,0,24542,1411,0,836,20148,1,1,1
4968,12971,1233,7.98,7538,14429,5373,2,1,1,29545,0,1,0,0,2,2,17483,5482,2,2392,12864,1,1,1
38558,27441,785,83.61,29799,4006,15807,2,1,2,18046,1,1,2,0,1,2,25758,18026,2,7968,12354,0,0,0
6053,40871,579,53.29,32916,33084,5341,2,1,1,9421,1,1,1,1,1,2,13705,1837,0,7888,20148,1,0,0
17430,19421,1070,32.85,36485,34410,20894,1,1,2,2958,1,1,2,0,2,2,19244,18267,1,4978,6483,0,1,0
12634,28786,960,26.59,14134,39352,32324,0,1,0,23732,0,0,0,0,0,0,22461,29792,0,6199,20148,0,0,0
40715,41066,164,73.99,23928,5414,27984,0,0,0,30476,1,1,0,1,2,0,30273,18220,2,3636,20148,0,0,0
11435,1371,575,65.16,12116,30867,9116,2,0,0,30880,1,0,1,1,2,2,13626,3512,1,246,20148,0,1,0
45586,38892,989,13.91,37590,32552,29488,2,0,0,18126,1,0,2,1,0,1,20339,16137,1,5863,20148,1,0,1
27876,42176,1095,50.64,39156,38836,25250,1,1,0,24242,0,0,1,1,1,2,20630,30993,1,5538,526,1,0,1
43178,19697,1211,72.3,1255,39037,15897,0,1,0,31563,0,1,1,0,0,2,12475,18008,0,5487,9083,0,1,0
11223,48571,1053,40.06,19440,38144,11507,2,1,2,15499,0,0,1,0,1,0,16597,32090,1,3569,20148,0,1,0
50299,3020,1429,96.04,26013,161,7305,2,0,1,227,0,1,1,0,1,1,14175,18080,0,467,20148,0,0,0
46984,24526,1388,96.72,20292,15365,2472,2,1,2,11515,0,0,1,1,1,1,13315,29781,0,5872,2639,1,1,0
52565,60715,263,24.48,34950,33919,32497,1,0,2,8039,1,0,0,0,1,0,9261,12322,2,2,20148,0,1,0
57494,40155,933,60.91,9916,1718,35969,0,0,2,23991,0,1,0,0,0,2,9546,218,2,5930,15363,1,0,1
17261,58065,1036,77.45,24378,14711,31241,1,1,0,12129,0,1,2,1,0,2,14573,18651,1,5904,20148,1,1,1
17737,22881,336,23.25,14209,25151,17486,2,0,0,13519,1,1,2,1,0,1,10804,15549,1,3850,20148,0,1,1
62656,39057,1379,29.69,16775,23848,12887,0,0,2,30619,0,0,2,0,2,0,1058,7922,0,6988,20148,1,0,0
43174,64151,286,0.98,27793,18843,32813,1,0,2,9231,0,0,2,1,1,2,15971,18649,1,2228,20148,0,1,1
59404,46881,843,19.58,34171,5164,38652,1,1,2,13066,1,0,0,1,0,0,16912,19903,1,2609,20148,0,0,0
28038,58907,587,44.68,30348,20761,38642,0,0,0,14460,0,0,1,1,0,1,5967,8118,2,8482,17565,0,1,0
20303,51565,369,67.22,2283,34397,15312,0,1,1,31066,1,0,0,0,1,0,11919,22558,2,2215,8282,1,1,1
43532,18608,395,49.71,35873,35068,4929,1,1,2,13095,0,0,0,0,2,1,13247,18194,0,747,7537,1,1,0
19690,50657,116,66.23,31896,22640,29543,2,1,0,8402,0,1,0,1,0,0,20889,8456,1,8128,20148,0,0,1
26115,8097,1085,91.1,14496,36869,30160,2,1,2,30227,0,0,2,1,0,2,9557,361,2,1095,2958,1,1,1
42415,62610,1373,86.44,5147,28887,35117,1,1,2,401,0,0,1,1,1,1,22901,24005,1,294,20148,1,1,1
10709,34008,1357,21.47,9576,30914,19428,1,0,2,117,0,0,1,1,2,0,31613,391,0,1725,4695,0,0,1
3486,6440,498,59.88,31406,38401,25607,1,1,0,35087,1,1,2,0,2,1,23211,18060,1,2219,20148,0,0,0
52039,29948,660,97.17,18740,7565,4984,0,1,2,2558,1,1,1,1,2,2,22676,14839,0,3106,20148,0,0,0
7011,52447,1078,58.78,17662,2818,39997,0,1,0,14381,1,1,0,0,0,1,15013,25534,1,2635,4781,1,0,1
46924,27555,83,70.25,38018,7294,7616,0,0,1,39243,1,0,0,1,1,2,5241,5634,0,6150,6688,1,1,0
56442,28047,448,18.41,6029,37509,5241,1,0,2,30035,1,1,2,1,1,2,29349,18055,1,7894,16583,1,1,1
37416,24621,412,14.68,13026,34934,34003,1,0,0,16648,0,0,2,1,0,1,25156,20141,1,4772,20148,0,1,1
59232,16159,1464,70.66,24177,21380,35515,1,1,0,7867,1,0,2,0,1,2,27247,18025,0,2780,20148,1,0,0
19241,50829,869,61.12,21149,10017,18889,1,1,2,9484,0,1,0,1,0,2,10874,19290,2,5838,11870,1,0,0
8128,65305,1276,44.93,30903,18454,21883,2,1,0,4143,1,0,1,1,2,1,19550,3931,2,6800,2127,1,1,1
41614,24260,882,13.08,545,22996,8013,2,1,0,31314,0,1,2,0,0,0,23441,2061,1,5938,19719,0,1,1
2664,3435,1372,67.22,32383,22676,28943,0,1,1,2849,1,1,0,0,0,1,29317,15928,1,2690,20148,0,1,1
17790,10758,998,5.27,27593,2652,13346,0,1,0,29465,1,1,1,0,0,0,8060,16564,2,7725,5060,1,1,0
52810,59551,238,61.18,14888,18518,370,1,1,1,31471,1,1,1,0,1,0,26663,22787,1,7483,1307,1,0,1
43284,29660,480,75.58,17152,32919,22979,2,1,0,23351,1,0,2,0,2,1,16490,6717,2,3674,20148,0,1,0
54401,43433,1048,61.33,6145,35048,35000,1,1,2,27505,0,1,2,1,0,0,18122,13632,1,2056,6704,1,0,0
48372,12554,1278,3.43,35426,35934,39861,0,1,1,18776,0,1,0,0,2,1,26316,31120,0,25,10183,0,0,1
38459,25529,1329,85.16,11211,18912,17858,1,1,0,27952,1,1,1,1,2,2,6739,23603,2,4346,9886,0,0,1
1705,59230,248,12.24,24162,3554,38388,2,0,1,1079,1,0,0,0,1,1,23705,18220,2,1094,20148,0,1,1
40020,21433,798,51.63,27155,21215,39054,2,1,2,38173,1,0,2,1,1,2,1895,24746,0,8112,16131,0,1,1
57210,38067,784,26.01,16855,29857,35403,2,1,1,8852,1,0,0,0,0,2,5343,25532,1,4413,2155,0,0,0
57815,36363,1443,15.59,29101,18337,31168,0,1,1,12952,1,0,1,0,0,1,20753,17900,2,8656,20148,0,1,0
10067,13858,1124,14.76,27870,5610,2085,1,1,0,26205,1,1,1,0,0,2,7884,15428,2,377,3291,1,0,0
17083,62909,1111,84.37,22705,4132,23593,0,0,0,6082,0,1,0,1,0,1,29148,27870,2,5190,12006,1,1,1
8085,2484,651,68.54,6520,12086,3342,0,1,1,15895,0,1,2,0,0,0,6410,24165,2,3937,20148,1,1,0
20656,29442,369,22.62,18716,14993,38428,2,0,0,9552,0,0,0,0,2,1,2719,12373,1,3456,20148,1,1,1
33551,5760,1479,76.41,17234,18782,38878,0,0,1,3402,1,0,0,1,0,0,14737,15267,0,6590,20148,0,1,0
20583,28109,268,43.29,14056,16107,11477,1,1,0,11494,0,0,0,0,1,2,12225,10343,0,5020,17915,1,0,0
4107,16985,1169,21.32,29709,23156,36520,2,1,2,7712,0,1,2,0,0,1,31848,19616,2,8153,20148,0,1,1
10670,21065,771,95.92,35167,271,32274,2,0,0,22878,0,1,0,1,1,2,2163,7132,0,2513,9268,0,1,1
51424,10126,150,16.06,17095,1202,18701,2,1,1,19565,1,0,1,0,0,2,4166,30614,2,1021,5292,1,1,0
4128,8531,1031,53.22,9566,25838,3698,1,1,1,33823,0,1,2,0,1,0,30939,31311,1,2672,20148,1,1,1
42706,36414,1250,38.64,7761,15210,2980,1,0,0,37987,1,1,2,1,2,0,20377,14719,0,2702,20148,1,1,0
22729,8144,1089,73.58,7304,8782,17157,1,0,0,6857,0,0,0,0,0,0,21937,15568,1,8372,9782,0,0,1
24197,41365,1278,49.95,30564,24130,25888,2,1,2,38021,1,0,0,0,1,1,19366,31302,0,3815,18052,0,1,1
25151,24957,712,58.18,11126,37637,12596,0,0,0,13770,0,0,2,1,0,2,29240,16484,1,6459,20148,0,0,0
40289,46599,1019,47.15,28482,30370,36398,1,0,2,32696,0,1,0,0,2,1,27133,18076,0,7798,8991,0,0,1
11340,53586,1284,40.44,19318,23275,32250,2,1,0,31212,1,1,1,0,2,0,21139,18213,1,1348,9139,0,0,0
13434,40724,904,71.22,39406,17073,16521,0,0,1,13131,1,1,2,1,1,2,8569,25135,0,4788,20148,1,1,1
27368,31156,1261,1.23,26178,37587,35757,0,1,1,1856,0,0,0,1,1,0,10022,7972,1,1301,20148,0,0,0
23057,45017,1385,95.9,13712,2316,37805,0,0,0,11354,0,0,0,0,0,1,29983,13449,2,8492,20148,1,1,0
57018,29464,658,79.29,21698,1755,11950,1,1,2,16663,0,0,1,0,0,1,3704,18024,2,4009,16923,1,1,1
54122,57041,1022,78.68,30235,17041,31289,2,1,0,36084,0,1,2,1,0,1,2084,14534,0,356,20148,1,0,1
53385,2812,366,34.86,25806,34657,29537,2,0,0,12958,0,1,1,0,2,2,5618,18125,2,8670,20148,0,0,1
10421,4661,1274,94.44,9759,6709,16757,2,0,0,2470,1,1,1,1,1,2,27300,1249,1,5241,20148,0,0,1
36969,7475,1362,69.29,22207,37680,31648,0,1,1,2662,0,0,2,1,2,1,17701,18145,0,6065,20148,0,0,0
5507,6852,399,35.36,11135,6623,25630,1,1,2,33270,0,1,0,0,0,0,30263,18246,2,5561,20148,0,0,0
44114,18058,382,84.06,20087,33635,27240,1,0,2,25783,1,0,0,1,2,0,2485,19646,1,5201,13484,0,1,0
33272,57030,896,63.03,3781,14372,391,2,1,0,15572,0,0,2,1,2,2,873,24687,1,7190,20148,0,1,1
53209,41302,1333,36.43,12408,10645,30868,0,1,2,14589,0,1,1,0,2,1,13776,21728,1,708,5482,0,1,1
45204,64550,1068,97.91,33605,17388,22948,1,0,0,32552,0,1,0,1,1,0,28167,7860,2,2015,4168,1,1,0
20718,59587,1433,48.06,1315,22399,21132,1,0,1,22645,1,0,2,1,1,2,13524,21453,1,7973,6944,1,0,1
58236,42786,1497,46.54,24400,15420,14669,1,0,1,35372,1,1,0,0,1,2,23970,9262,1,567,20148,1,1,1
8091,1592,169,12.6,36988,9232,22431,2,1,0,25111,1,0,0,1,2,2,14127,23877,1,6753,18499,0,0,0
56383,13028,1354,80.99,6470,18857,10074,2,0,2,23778,0,1,0,0,2,0,3584,10666,0,1525,748,0,0,1
56398,6730,1417,34.68,24072,10760,12623,2,0,2,5060,1,1,2,1,2,2,15561,23007,2,4139,20148,0,0,1
14804,17568,1054,90.29,18766,29248,33164,0,0,0,24882,0,1,1,0,2,0,22609,17938,2,2074,20148,0,1,0
10182,52394,560,58.06,39121,21667,20352,2,1,0,17665,1,1,2,0,2,1,13809,12014,0,3021,19069,0,1,1
17748,1030,1286,24.31,25367,35422,13322,2,1,0,13556,0,0,0,0,1,1,7788,3968,0,805,20148,1,0,0
30743,10358,506,96.86,26951,21948,27230,2,1,1,21305,1,1,1,0,1,2,21014,18277,0,4083,984,0,1,1
13097,52183,467,84.23,10544,18757,9169,2,1,1,31320,0,1,1,0,0,2,16534,961,0,8105,20148,0,0,1
5319,24397,915,19.13,20506,5948,38907,1,0,2,13545,0,0,0,1,0,1,15152,4988,2,3331,20148,1,1,0
22181,2983,409,14.48,33521,15855,7225,1,0,1,536,0,1,1,0,2,1,946,18262,0,5924,5654,0,1,0
54740,64496,816,54.59,11626,3336,29370,2,1,2,28711,0,0,0,0,0,2,20679,11170,1,3000,9644,0,0,1
30772,44785,650,31.63,1395,5603,20833,1,0,2,12910,1,0,2,1,1,2,18818,18109,0,3771,3063,1,1,1
59773,5869,550,6.79,34397,38387,9184,0,1,1,10866,0,1,0,0,2,2,12559,13573,0,2706,20148,0,0,1
10972,59127,435,42.02,16946,16919,26586,1,0,2,39937,1,1,1,1,0,0,29311,20143,2,8287,11351,0,1,1
31180,51264,542,66.12,19208,9099,38134,0,0,0,27586,1,0,0,0,2,1,15555,27159,0,448,20148,0,0,1
26953,39579,612,4.11,20942,27356,28505,1,0,2,23226,0,0,2,0,0,0,8339,27063,1,8057,20148,0,1,0
42443,29431,1105,62.95,33745,24515,22636,1,0,2,38540,1,1,2,0,1,2,26207,24464,0,4544,8610,0,0,1
43064,26431,1174,9.83,11947,19640,6774,0,0,1,14789,0,0,0,1,0,1,31739,15628,1,4605,20148,0,1,1
17406,50898,199,17.51,35169,13252,32013,0,1,0,22304,1,1,1,1,0,1,5935,25019,1,2508,12733,1,1,1
26876,42801,822,38.65,31300,30377,11755,2,0,2,29694,0,1,2,1,1,0,19180,32100,0,8283,13684,1,0,1
44134,16142,196,68.15,6214,33013,37658,1,1,2,23415,1,0,1,1,0,2,27701,18128,1,1464,20148,1,0,1
23348,38925,1259,15.25,24206,36634,3006,2,1,0,13298,0,1,2,0,0,2,27062,14720,1,4757,20148,1,0,1
2930,46822,757,82.83,20665,7406,35016,1,1,1,6593,1,1,1,1,2,2,18014,18203,1,4369,10061,0,1,1
